gender,age,age_other,diff_age,race,race_other,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,expected_happy_with_sd_people,expected_num_matches,like,guess_prob_liked,met,decision,decision_other,match
female,28,26,2,european/caucasian-american,european/caucasian-american,Yes,Low,High,speech pathology,20,25,20,10,5,20,Medium,Medium,Medium,High,High,High,5,20,25,25,15,10,Medium,High,High,High,High,Low,Medium,Medium,Medium,Medium,Low,High,Low,High,Medium,Medium,High,Low,Low,Medium,High,Low,High,High,Medium,Medium,High,High,Medium,Low,Medium,Medium,Medium,No,No,No
female,28,36,8,european/caucasian-american,european/caucasian-american,Yes,Low,High,speech pathology,20,16,16,16,16,16,Medium,Medium,Medium,Medium,Medium,Medium,5,20,25,25,15,10,Medium,High,High,High,High,Medium,Medium,Medium,Low,Medium,Low,High,Low,High,Medium,Medium,High,Low,Low,Medium,High,Low,High,High,Medium,Medium,High,High,Medium,Low,Medium,Medium,No,No,No,No
female,28,29,1,european/caucasian-american,european/caucasian-american,Yes,Low,High,speech pathology,30,15,15,20,10,10,Medium,Medium,Medium,Medium,Medium,Medium,5,20,25,25,15,10,Medium,High,High,High,High,Medium,Medium,Medium,Low,Medium,Low,High,Low,High,Medium,Medium,High,Low,Low,Medium,High,Low,High,High,Medium,Medium,High,High,Medium,Low,Medium,Medium,Medium,No,No,No
female,29,27,2,asian/pacific islander/asian-american,asian/pacific islander/asian-american,Yes,Medium,High,education,17,19,18,17,11,18,High,High,High,Medium,Medium,Medium,10,47,16,12,3,12,Medium,High,High,High,Medium,Medium,High,High,Medium,Medium,Medium,High,Low,Medium,High,Medium,Medium,High,Low,Medium,High,Medium,High,High,Medium,Medium,High,High,Medium,Medium,Medium,High,Yes,No,No,No
female,29,32,3,asian/pacific islander/asian-american,european/caucasian-american,No,Medium,High,education,20,20,20,20,10,10,High,High,High,High,High,Medium,10,47,16,12,3,12,Medium,High,High,High,Medium,Medium,High,High,High,Low,Medium,High,Low,Medium,High,Medium,Medium,High,Low,Medium,High,Medium,High,High,Medium,Medium,High,High,Medium,Medium,High,High,No,Yes,Yes,Yes
female,29,25,4,asian/pacific islander/asian-american,european/caucasian-american,No,Medium,High,education,24,15,20,20,8,13,Medium,High,Medium,Medium,Medium,Medium,10,47,16,12,3,12,Medium,High,High,High,Medium,High,Medium,High,Medium,Medium,Medium,High,Low,Medium,High,Medium,Medium,High,Low,Medium,High,Medium,High,High,Medium,Medium,High,High,Medium,Medium,Medium,Medium,No,Yes,No,No
female,29,29,0,asian/pacific islander/asian-american,asian/pacific islander/asian-american,Yes,Medium,High,education,50,20,10,10,5,5,Medium,Medium,Medium,Medium,Medium,Medium,10,47,16,12,3,12,Medium,High,High,High,Medium,High,High,High,Medium,Medium,Medium,High,Low,Medium,High,Medium,Medium,High,Low,Medium,High,Medium,High,High,Medium,Medium,High,High,Medium,Medium,High,Medium,No,Yes,No,No
female,29,23,6,asian/pacific islander/asian-american,european/caucasian-american,No,Medium,High,education,25,5,30,15,5,20,Medium,Medium,High,Medium,High,Medium,10,47,16,12,3,12,Medium,High,High,High,Medium,Medium,High,High,High,Medium,High,High,Low,Medium,High,Medium,Medium,High,Low,Medium,High,Medium,High,High,Medium,Medium,High,High,Medium,Medium,High,Medium,No,Yes,No,No
female,29,27,2,asian/pacific islander/asian-american,european/caucasian-american,No,Medium,High,education,19,13,18,18,10,22,Medium,Medium,Medium,Medium,Medium,Medium,10,47,16,12,3,12,Medium,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,Medium,High,Medium,Medium,High,Low,Medium,High,Medium,High,High,Medium,Medium,High,High,Medium,Medium,Medium,Medium,No,No,No,No
female,29,32,3,asian/pacific islander/asian-american,other,No,Medium,High,education,20,10,30,20,10,10,Medium,Medium,Medium,Medium,Medium,Medium,10,47,16,12,3,12,Medium,High,High,High,Medium,Medium,High,High,High,High,Medium,High,Low,Medium,High,Medium,Medium,High,Low,Medium,High,Medium,High,High,Medium,Medium,High,High,Medium,Medium,Medium,Medium,No,Yes,No,No
female,29,27,2,asian/pacific islander/asian-american,european/caucasian-american,No,Medium,High,education,6.67,19.05,42.86,9.52,14.29,7.62,High,High,High,Medium,Medium,Medium,10,47,16,12,3,12,Medium,High,High,High,Medium,Medium,High,High,High,Medium,High,High,Low,Medium,High,Medium,Medium,High,Low,Medium,High,Medium,High,High,Medium,Medium,High,High,Medium,Medium,High,Medium,No,Yes,Yes,Yes
female,29,25,4,asian/pacific islander/asian-american,european/caucasian-american,No,Medium,High,education,25,20,15,25,10,5,Medium,Medium,Medium,Medium,Medium,Low,10,47,16,12,3,12,Medium,High,High,High,Medium,Medium,Medium,Medium,Medium,High,Medium,High,Low,Medium,High,Medium,Medium,High,Low,Medium,High,Medium,High,High,Medium,Medium,High,High,Medium,Medium,Medium,Medium,No,No,No,No
female,29,30,1,asian/pacific islander/asian-american,european/caucasian-american,No,Medium,High,education,50,0,20,20,0,10,High,High,High,High,Medium,Medium,10,47,16,12,3,12,Medium,High,High,High,Medium,High,Medium,High,High,Medium,Low,High,Low,Medium,High,Medium,Medium,High,Low,Medium,High,Medium,High,High,Medium,Medium,High,High,Medium,Medium,Medium,Medium,No,No,Yes,No
female,29,29,0,asian/pacific islander/asian-american,other,No,Medium,High,education,40,30,10,8,2,10,Medium,Medium,Medium,Medium,Medium,Medium,10,47,16,12,3,12,Medium,High,High,High,Medium,Medium,Medium,High,Medium,Medium,High,High,Low,Medium,High,Medium,Medium,High,Low,Medium,High,Medium,High,High,Medium,Medium,High,High,Medium,Medium,Medium,Medium,No,No,No,No
female,29,26,3,asian/pacific islander/asian-american,european/caucasian-american,No,Medium,High,education,20,25,20,10,5,20,Medium,High,Medium,Medium,High,Medium,10,47,16,12,3,12,Medium,High,High,High,Medium,Medium,Medium,Medium,Medium,High,Medium,High,Low,Medium,High,Medium,Medium,High,Low,Medium,High,Medium,High,High,Medium,Medium,High,High,Medium,Medium,Medium,Medium,No,No,No,No
female,29,36,7,asian/pacific islander/asian-american,european/caucasian-american,No,Medium,High,education,20,16,16,16,16,16,High,Low,High,Medium,High,Medium,10,47,16,12,3,12,Medium,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,Medium,High,Medium,Medium,High,Low,Medium,High,Medium,High,High,Medium,Medium,High,High,Medium,Medium,Medium,Medium,No,No,No,No
female,29,29,0,asian/pacific islander/asian-american,european/caucasian-american,No,Medium,High,education,30,15,15,20,10,10,Medium,High,Medium,Medium,Medium,Medium,10,47,16,12,3,12,Medium,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,Medium,High,Medium,Medium,High,Low,Medium,High,Medium,High,High,Medium,Medium,High,High,Medium,Medium,Medium,Medium,No,Yes,No,No
female,22,27,5,asian/pacific islander/asian-american,asian/pacific islander/asian-american,Yes,Medium,Low,tesol,17,19,18,17,11,18,High,High,High,High,High,Medium,16,20,19,16,18,11,Medium,High,High,High,High,High,High,High,High,High,High,Medium,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,Medium,Medium,High,Medium,Medium,Low,High,Medium,Yes,No,No,No
female,22,32,10,asian/pacific islander/asian-american,european/caucasian-american,No,Medium,Low,tesol,20,20,20,20,10,10,High,High,High,High,Medium,Medium,16,20,19,16,18,11,Medium,High,High,High,High,High,High,High,High,High,Medium,Medium,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,Medium,Medium,High,Medium,Medium,Low,High,Medium,No,Yes,No,No
female,22,25,3,asian/pacific islander/asian-american,european/caucasian-american,No,Medium,Low,tesol,24,15,20,20,8,13,High,High,Medium,Medium,Medium,Low,16,20,19,16,18,11,Medium,High,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,Medium,Medium,High,Medium,Medium,Low,Medium,Medium,No,No,No,No
female,22,29,7,asian/pacific islander/asian-american,asian/pacific islander/asian-american,Yes,Medium,Low,tesol,50,20,10,10,5,5,Medium,Medium,Medium,Low,High,Medium,16,20,19,16,18,11,Medium,High,High,High,High,High,High,Medium,High,Medium,Medium,Medium,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,Medium,Medium,High,Medium,Medium,Low,High,Medium,No,Yes,No,No
female,22,23,1,asian/pacific islander/asian-american,european/caucasian-american,No,Medium,Low,tesol,25,5,30,15,5,20,Medium,Medium,Medium,Medium,Medium,Low,16,20,19,16,18,11,Medium,High,High,High,High,Medium,High,High,Medium,Medium,Medium,Medium,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,Medium,Medium,High,Medium,Medium,Low,Medium,Medium,No,Yes,No,No
female,22,27,5,asian/pacific islander/asian-american,european/caucasian-american,No,Medium,Low,tesol,19,13,18,18,10,22,Medium,High,Medium,Medium,Medium,Medium,16,20,19,16,18,11,Medium,High,High,High,High,Medium,High,High,Medium,Medium,Medium,Medium,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,Medium,Medium,High,Medium,Medium,Low,Medium,Medium,No,Yes,No,No
female,22,32,10,asian/pacific islander/asian-american,other,No,Medium,Low,tesol,20,10,30,20,10,10,High,High,Medium,High,Medium,Medium,16,20,19,16,18,11,Medium,High,High,High,High,Medium,High,Medium,Medium,High,Medium,Medium,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,Medium,Medium,High,Medium,Medium,Low,Medium,Medium,No,No,Yes,No
female,22,27,5,asian/pacific islander/asian-american,european/caucasian-american,No,Medium,Low,tesol,6.67,19.05,42.86,9.52,14.29,7.62,High,High,High,High,Medium,Low,16,20,19,16,18,11,Medium,High,High,High,High,High,High,High,High,High,Medium,Medium,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,Medium,Medium,High,Medium,Medium,Low,High,Medium,No,Yes,Yes,Yes
female,22,25,3,asian/pacific islander/asian-american,european/caucasian-american,No,Medium,Low,tesol,25,20,15,25,10,5,Medium,Medium,Medium,Low,Medium,Low,16,20,19,16,18,11,Medium,High,High,High,High,Medium,High,High,Medium,High,Medium,Medium,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,Medium,Medium,High,Medium,Medium,Low,Medium,Medium,No,Yes,No,No
female,22,30,8,asian/pacific islander/asian-american,european/caucasian-american,No,Medium,Low,tesol,50,0,20,20,0,10,Medium,High,Medium,Medium,Medium,Medium,16,20,19,16,18,11,Medium,High,High,High,High,Medium,High,High,High,High,Medium,Medium,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,Medium,Medium,High,Medium,Medium,Low,High,Medium,No,Yes,No,No
female,22,29,7,asian/pacific islander/asian-american,other,No,Medium,Low,tesol,40,30,10,8,2,10,Medium,Medium,Medium,Medium,Medium,Medium,16,20,19,16,18,11,Medium,High,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,Medium,Medium,High,Medium,Medium,Low,Medium,Medium,No,No,No,No
female,22,26,4,asian/pacific islander/asian-american,european/caucasian-american,No,Medium,Low,tesol,20,25,20,10,5,20,High,Medium,Medium,Medium,Medium,Medium,16,20,19,16,18,11,Medium,High,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,Medium,Medium,High,Medium,Medium,Low,Medium,Medium,No,No,No,No
female,22,36,14,asian/pacific islander/asian-american,european/caucasian-american,No,Medium,Low,tesol,20,16,16,16,16,16,Medium,Medium,Medium,Medium,Medium,Medium,16,20,19,16,18,11,Medium,High,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,Medium,Medium,High,Medium,Medium,Low,Medium,Medium,No,No,No,No
female,22,29,7,asian/pacific islander/asian-american,european/caucasian-american,No,Medium,Low,tesol,30,15,15,20,10,10,Medium,High,Medium,Medium,Medium,Medium,16,20,19,16,18,11,Medium,High,High,High,High,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,Medium,Medium,High,Medium,Medium,Low,Medium,Medium,No,No,No,No
female,27,27,0,asian/pacific islander/asian-american,asian/pacific islander/asian-american,Yes,Low,Low,ducation,17,19,18,17,11,18,High,High,High,High,Medium,Medium,10,20,20,15,20,15,Medium,High,Medium,High,High,Low,Medium,Medium,Medium,Medium,Medium,High,High,High,High,High,High,High,Low,Medium,High,Medium,High,High,High,High,High,Low,Low,Low,Medium,Medium,No,No,Yes,No
female,27,32,5,asian/pacific islander/asian-american,european/caucasian-american,No,Low,Low,ducation,20,20,20,20,10,10,High,High,High,High,Medium,Medium,10,20,20,15,20,15,Medium,High,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,High,High,High,High,Low,Medium,High,Medium,High,High,High,High,High,Low,Low,Low,Medium,Low,No,No,Yes,No
female,27,25,2,asian/pacific islander/asian-american,european/caucasian-american,No,Low,Low,ducation,24,15,20,20,8,13,High,High,High,High,High,Medium,10,20,20,15,20,15,Medium,High,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Low,High,High,High,High,High,High,High,Low,Medium,High,Medium,High,High,High,High,High,Low,Low,Low,Medium,Low,No,No,Yes,No
female,27,29,2,asian/pacific islander/asian-american,asian/pacific islander/asian-american,Yes,Low,Low,ducation,50,20,10,10,5,5,Medium,High,Medium,Medium,Medium,Medium,10,20,20,15,20,15,Medium,High,Medium,High,High,Medium.Medium,High,High,Medium,Medium,Medium.Medium,High,High,High,High,High,High,High,Low,Medium,High,Medium,High,High,High,High,High,Low,Low,Low,Medium,Medium,No,Yes,No,No
female,27,23,4,asian/pacific islander/asian-american,european/caucasian-american,No,Low,Low,ducation,25,5,30,15,5,20,Medium,High,High,Medium,Medium,Medium,10,20,20,15,20,15,Medium,High,Medium,High,High,Medium,High,Medium.Medium,High,Medium,Medium,High,High,High,High,High,High,High,Low,Medium,High,Medium,High,High,High,High,High,Low,Low,Low,High,Medium,Medium,Yes,Yes,Yes
female,27,27,0,asian/pacific islander/asian-american,european/caucasian-american,No,Low,Low,ducation,19,13,18,18,10,22,Medium,Medium,High,High,High,High,10,20,20,15,20,15,Medium,High,Medium,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Medium,High,Medium,High,High,High,High,High,Low,Low,Low,High,Medium,No,Yes,No,No
female,27,32,5,asian/pacific islander/asian-american,other,No,Low,Low,ducation,20,10,30,20,10,10,Medium,High,Medium,Medium,Medium,Medium,10,20,20,15,20,15,Medium,High,Medium,High,High,Medium,High,High,Medium,High,Medium,High,High,High,High,High,High,High,Low,Medium,High,Medium,High,High,High,High,High,Low,Low,Low,Medium,Medium,No,No,Yes,No
female,27,27,0,asian/pacific islander/asian-american,european/caucasian-american,No,Low,Low,ducation,6.67,19.05,42.86,9.52,14.29,7.62,High,High,High,High,Medium,Medium,10,20,20,15,20,15,Medium,High,Medium,High,High,Medium.Medium,High,High,Medium,Medium,Medium.Medium,High,High,High,High,High,High,High,Low,Medium,High,Medium,High,High,High,High,High,Low,Low,Low,Medium,Medium,No,No,Yes,No
female,27,25,2,asian/pacific islander/asian-american,european/caucasian-american,No,Low,Low,ducation,25,20,15,25,10,5,Medium,Medium,Medium,Medium,Medium,Medium,10,20,20,15,20,15,Medium,High,Medium,High,High,Medium,Medium,Medium,High,Medium,Medium,High,High,High,High,High,High,High,Low,Medium,High,Medium,High,High,High,High,High,Low,Low,Low,Medium,Medium,No,Yes,Yes,Yes
female,27,30,3,asian/pacific islander/asian-american,european/caucasian-american,No,Low,Low,ducation,50,0,20,20,0,10,Medium,Medium,Medium,Medium,High,High,10,20,20,15,20,15,Medium,High,Medium,High,High,Medium,Medium,Medium,High,Medium,Medium,High,High,High,High,High,High,High,Low,Medium,High,Medium,High,High,High,High,High,Low,Low,Low,Medium,Medium,No,Yes,Yes,Yes
female,27,29,2,asian/pacific islander/asian-american,other,No,Low,Low,ducation,40,30,10,8,2,10,Medium,Medium,Medium,Medium,Medium,Low,10,20,20,15,20,15,Medium,High,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,High,High,High,High,Low,Medium,High,Medium,High,High,High,High,High,Low,Low,Low,Medium,Medium,No,No,No,No
female,27,26,1,asian/pacific islander/asian-american,european/caucasian-american,No,Low,Low,ducation,20,25,20,10,5,20,High,High,Medium,Medium,Medium,Medium,10,20,20,15,20,15,Medium,High,Medium,High,High,Low,High,Medium,Medium,Medium,Medium,High,High,High,High,High,High,High,Low,Medium,High,Medium,High,High,High,High,High,Low,Low,Low,Medium,Medium,No,No,Yes,No
female,27,36,9,asian/pacific islander/asian-american,european/caucasian-american,No,Low,Low,ducation,20,16,16,16,16,16,Medium,High,High,Medium,Medium,Medium,10,20,20,15,20,15,Medium,High,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,High,High,High,High,Low,Medium,High,Medium,High,High,High,High,High,Low,Low,Low,Medium,Medium,No,No,No,No
female,27,29,2,asian/pacific islander/asian-american,european/caucasian-american,No,Low,Low,ducation,30,15,15,20,10,10,Medium,High,Medium,High,Medium,Medium,10,20,20,15,20,15,Medium,High,Medium,High,High,Medium,Medium,High,Medium,High,Medium,High,High,High,High,High,High,High,Low,Medium,High,Medium,High,High,High,High,High,Low,Low,Low,Medium,Low,No,No,No,No
male,27,30,3,asian/pacific islander/asian-american,asian/pacific islander/asian-american,Yes,Medium,Low,ducation,20,20,35,5,10,10,Medium,High,High,Medium,High,Medium,17,19,18,17,11,18,Medium,High,High,High,Medium,High,High,High,High,Medium,High,Medium,Medium,Medium,High,High,High,High,Medium,Low,Medium,High,High,High,Medium,High,Medium,Medium,Medium,Low,High,Medium,No,Yes,No,No
male,27,30,3,asian/pacific islander/asian-american,european/caucasian-american,No,Medium,Low,ducation,10,18,20,16,16,20,Medium,High,High,Medium,Medium,Medium,17,19,18,17,11,18,Medium,High,High,High,Medium,High,High,High,High,Medium,Medium,Medium,Medium,Medium,High,High,High,High,Medium,Low,Medium,High,High,High,Medium,High,Medium,Medium,Medium,Low,High,Medium,No,Yes,No,No
male,27,28,1,asian/pacific islander/asian-american,european/caucasian-american,No,Medium,Low,ducation,15,20,35,15,5,10,Medium,Medium,Medium,Low,Low,Medium,17,19,18,17,11,18,Medium,High,High,High,Medium,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,High,Medium,Low,Medium,High,High,High,Medium,High,Medium,Medium,Medium,Low,High,Medium,No,Yes,No,No
male,27,21,6,asian/pacific islander/asian-american,european/caucasian-american,No,Medium,Low,ducation,25,25,15,15,10,10,Medium,High,High,Medium,High,High,17,19,18,17,11,18,Medium,High,High,High,Medium,High,High,High,High,Medium,Medium,Medium,Medium,Medium,High,High,High,High,Medium,Low,Medium,High,High,High,Medium,High,Medium,Medium,Medium,Low,High,Medium,No,Yes,Yes,Yes
male,27,22,5,asian/pacific islander/asian-american,european/caucasian-american,No,Medium,Low,ducation,10,30,20,10,15,15,Medium,High,High,Medium,High,Medium,17,19,18,17,11,18,Medium,High,High,High,Medium,High,High,High,High,Medium,Medium,Medium,Medium,Medium,High,High,High,High,Medium,Low,Medium,High,High,High,Medium,High,Medium,Medium,Medium,Low,High,Medium,No,Yes,No,No
male,27,24,3,asian/pacific islander/asian-american,asian/pacific islander/asian-american,Yes,Medium,Low,ducation,10,40,10,20,10,10,High,High,High,High,High,Medium,17,19,18,17,11,18,Medium,High,High,High,Medium,High,High,High,High,Medium,High,Medium,Medium,Medium,High,High,High,High,Medium,Low,Medium,High,High,High,Medium,High,Medium,Medium,Medium,Low,High,Medium,No,Yes,No,No
male,27,35,8,asian/pacific islander/asian-american,european/caucasian-american,No,Medium,Low,ducation,15,20,25,15,15,10,Medium,High,High,High,High,High,17,19,18,17,11,18,Medium,High,High,High,Medium,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,High,Medium,Low,Medium,High,High,High,Medium,High,Medium,Medium,Medium,Low,Medium,Medium,Yes,No,No,No
male,27,34,7,asian/pacific islander/asian-american,european/caucasian-american,No,Medium,Low,ducation,20,20,20,20,10,10,Medium,Medium,High,Low,High,Low,17,19,18,17,11,18,Medium,High,High,High,Medium,Medium,High,High,Medium,Medium,High,Medium,Medium,Medium,High,High,High,High,Medium,Low,Medium,High,High,High,Medium,High,Medium,Medium,Medium,Low,High,Low,No,No,No,No
male,27,21,6,asian/pacific islander/asian-american,european/caucasian-american,No,Medium,Low,ducation,50,5,20,10,5,10,Medium,High,High,Medium,High,Medium,17,19,18,17,11,18,Medium,High,High,High,Medium,High,High,High,High,Medium,Medium,Medium,Medium,Medium,High,High,High,High,Medium,Low,Medium,High,High,High,Medium,High,Medium,Medium,Medium,Low,High,Medium,No,No,No,No
male,27,33,6,asian/pacific islander/asian-american,european/caucasian-american,No,Medium,Low,ducation,20,25,25,10,15,5,Medium,Medium,Medium,Medium,High,Medium,17,19,18,17,11,18,Medium,High,High,High,Medium,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,High,Medium,Low,Medium,High,High,High,Medium,High,Medium,Medium,Medium,Low,High,Low,No,No,No,No
male,27,28,1,asian/pacific islander/asian-american,european/caucasian-american,No,Medium,Low,ducation,5,20,25,25,15,10,Low,High,High,Low,High,Low,17,19,18,17,11,18,Medium,High,High,High,Medium,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,High,Medium,Low,Medium,High,High,High,Medium,High,Medium,Medium,Medium,Low,High,Medium,No,No,No,No
male,27,29,2,asian/pacific islander/asian-american,asian/pacific islander/asian-american,Yes,Medium,Low,ducation,10,47,16,12,3,12,Medium,High,High,Medium,Medium,Medium,17,19,18,17,11,18,Medium,High,High,High,Medium,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,High,Medium,Low,Medium,High,High,High,Medium,High,Medium,Medium,Medium,Low,High,Medium,Yes,No,No,No
male,27,22,5,asian/pacific islander/asian-american,asian/pacific islander/asian-american,Yes,Medium,Low,ducation,16,20,19,16,18,11,High,High,High,High,High,High,17,19,18,17,11,18,Medium,High,High,High,Medium,High,High,High,High,High,Medium,Medium,Medium,Medium,High,High,High,High,Medium,Low,Medium,High,High,High,Medium,High,Medium,Medium,Medium,Low,High,Medium,Yes,No,No,No
male,27,27,0,asian/pacific islander/asian-american,asian/pacific islander/asian-american,Yes,Medium,Low,ducation,10,20,20,15,20,15,Low,Medium,Medium,Medium,Medium,Medium,17,19,18,17,11,18,Medium,High,High,High,Medium,High,High,High,High,Medium,Medium,Medium,Medium,Medium,High,High,High,High,Medium,Low,Medium,High,High,High,Medium,High,Medium,Medium,Medium,Low,High,Medium,No,Yes,No,No
male,32,30,2,european/caucasian-american,asian/pacific islander/asian-american,No,Medium,High,education,20,20,35,5,10,10,Medium,High,High,High,Medium,Medium,20,20,20,20,10,10,Medium,High,High,High,Medium,High,High,High,High,High,Medium,Medium,Medium,Medium,High,High,High,High,Medium,Medium,High,Medium,High,High,High,High,Medium,Medium,Medium,Medium,High,Low,No,No,No,No
male,32,30,2,european/caucasian-american,european/caucasian-american,Yes,Medium,High,education,10,18,20,16,16,20,Medium,High,Medium,High,Medium,Medium,20,20,20,20,10,10,Medium,High,High,High,Medium,High,High,High,High,High,Medium,Medium,Medium,Medium,High,High,High,High,Medium,Medium,High,Medium,High,High,High,High,Medium,Medium,Medium,Medium,High,Medium,No,No,Yes,No
male,32,28,4,european/caucasian-american,european/caucasian-american,Yes,Medium,High,education,15,20,35,15,5,10,Medium,High,High,Low,Medium,Medium,20,20,20,20,10,10,Medium,High,High,High,Medium,High,High,High,High,High,Medium,Medium,Medium,Medium,High,High,High,High,Medium,Medium,High,Medium,High,High,High,High,Medium,Medium,Medium,Medium,Medium,High,No,No,No,No
male,32,21,11,european/caucasian-american,european/caucasian-american,Yes,Medium,High,education,25,25,15,15,10,10,Medium,High,High,High,High,High,20,20,20,20,10,10,Medium,High,High,High,Medium,High,High,High,High,Medium,High,Medium,Medium,Medium,High,High,High,High,Medium,Medium,High,Medium,High,High,High,High,Medium,Medium,Medium,Medium,High,Medium,No,No,Yes,No
male,32,22,10,european/caucasian-american,european/caucasian-american,Yes,Medium,High,education,10,30,20,10,15,15,Medium,High,High,Medium,Medium,Medium,20,20,20,20,10,10,Medium,High,High,High,Medium,High,High,High,High,High,Medium,Medium,Medium,Medium,High,High,High,High,Medium,Medium,High,Medium,High,High,High,High,Medium,Medium,Medium,Medium,High,Low,No,No,Yes,No
male,32,24,8,european/caucasian-american,asian/pacific islander/asian-american,No,Medium,High,education,10,40,10,20,10,10,Medium,High,High,Medium,Medium,Medium,20,20,20,20,10,10,Medium,High,High,High,Medium,Medium,High,High,High,High,Medium,Medium,Medium,Medium,High,High,High,High,Medium,Medium,High,Medium,High,High,High,High,Medium,Medium,Medium,Medium,Medium,Low,No,No,No,No
male,32,35,3,european/caucasian-american,european/caucasian-american,Yes,Medium,High,education,15,20,25,15,15,10,High,High,High,High,High,High,20,20,20,20,10,10,Medium,High,High,High,Medium,High,High,High,High,High,Medium,Medium,Medium,Medium,High,High,High,High,Medium,Medium,High,Medium,High,High,High,High,Medium,Medium,Medium,Medium,High,Medium,No,No,Yes,No
male,32,34,2,european/caucasian-american,european/caucasian-american,Yes,Medium,High,education,20,20,20,20,10,10,Medium,Medium,High,Medium,High,Medium,20,20,20,20,10,10,Medium,High,High,High,Medium,High,High,High,High,High,Medium,Medium,Medium,Medium,High,High,High,High,Medium,Medium,High,Medium,High,High,High,High,Medium,Medium,Medium,Medium,High,High,No,Yes,Yes,Yes
male,32,21,11,european/caucasian-american,european/caucasian-american,Yes,Medium,High,education,50,5,20,10,5,10,Medium,High,High,Medium,High,Medium,20,20,20,20,10,10,Medium,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,High,High,High,High,Medium,Medium,High,Medium,High,High,High,High,Medium,Medium,Medium,Medium,Low,Low,No,No,No,No
male,32,33,1,european/caucasian-american,european/caucasian-american,Yes,Medium,High,education,20,25,25,10,15,5,Medium,High,High,High,High,Medium,20,20,20,20,10,10,Medium,High,High,High,Medium,High,High,High,High,High,Medium,Medium,Medium,Medium,High,High,High,High,Medium,Medium,High,Medium,High,High,High,High,Medium,Medium,Medium,Medium,High,High,No,Yes,No,No
male,32,28,4,european/caucasian-american,european/caucasian-american,Yes,Medium,High,education,5,20,25,25,15,10,Medium,Medium,High,High,Medium,Medium,20,20,20,20,10,10,Medium,High,High,High,Medium,High,High,High,High,High,Medium,Medium,Medium,Medium,High,High,High,High,Medium,Medium,High,Medium,High,High,High,High,Medium,Medium,Medium,Medium,High,Low,No,No,No,No
male,32,29,3,european/caucasian-american,asian/pacific islander/asian-american,No,Medium,High,education,10,47,16,12,3,12,Medium,High,High,High,Low,Medium,20,20,20,20,10,10,Medium,High,High,High,Medium,High,High,High,High,High,Medium,Medium,Medium,Medium,High,High,High,High,Medium,Medium,High,Medium,High,High,High,High,Medium,Medium,Medium,Medium,High,Medium,No,Yes,Yes,Yes
