gender,race,race_other,samerace,importance_same_race,importance_same_religion,field,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,expected_happy_with_sd_people,expected_num_matches,like,guess_prob_liked,met,decision,decision_other,match
female,asian/pacific islander/asian-american,european/caucasian-american,No,Low,Low,business,High,High,Medium,Medium,Medium,Medium,High,High,High,High,High,Medium,Medium,High,Medium,High,Medium,High,Low,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,Low,Low,Medium,Medium,Medium,Medium,Low,Low,Low,Medium,Medium,No,No,Yes,No
female,asian/pacific islander/asian-american,european/caucasian-american,No,Low,Low,business,High,Medium,Medium,Medium,Medium,Medium,High,High,High,High,High,Medium,High,High,Medium,Medium,Medium,High,Low,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,Low,Low,Medium,Medium,Medium,Medium,Low,Low,Low,Medium,Medium,No,No,Yes,No
female,asian/pacific islander/asian-american,asian/pacific islander/asian-american,Yes,Low,Low,business,Medium,Medium,Medium,Medium,Medium,Low,High,High,High,High,High,Medium,High,High,High,Medium,Medium,High,Low,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,Low,Low,Medium,Medium,Medium,Medium,Low,Low,Low,High,Medium,No,No,Yes,No
female,asian/pacific islander/asian-american,other,No,Low,Low,business,Medium,Medium,Medium,High,Medium,Medium,High,High,High,High,High,High,Medium,High,High,Medium,Medium,High,Low,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,Low,Low,Medium,Medium,Medium,Medium,Low,Low,Low,Medium,Medium,No,Yes,Yes,Yes
female,asian/pacific islander/asian-american,other,No,Low,Low,business,Low,High,Medium,High,High,High,High,High,High,High,High,Medium,High,High,Medium,High,Medium,High,Low,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,Low,Low,Medium,Medium,Medium,Medium,Low,Low,Low,Medium,Medium,No,No,Yes,No
female,asian/pacific islander/asian-american,other,No,Low,Low,business,High,High,High,High,High,High,High,High,High,High,High,High,Medium,High,High,High,High,High,Low,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,Low,Low,Medium,Medium,Medium,Medium,Low,Low,Low,High,Medium,No,Yes,Yes,Yes
female,asian/pacific islander/asian-american,other,No,Low,Low,business,Medium,High,Medium,Medium,Medium,Medium,High,High,High,High,High,Medium,Medium,High,Medium,High,Medium,High,Low,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,Low,Low,Medium,Medium,Medium,Medium,Low,Low,Low,Medium,Medium,No,No,No,No
female,latino/hispanic american,european/caucasian-american,No,Low,Low,science,Medium,High,High,High,Medium,Medium,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Low,Low,Medium,Medium,Medium,Medium,High,High,High,High,Medium,High,High,Low,High,High,High,High,Low,High,Medium,Low,Medium,Medium,No,Yes,Yes,Yes
female,latino/hispanic american,european/caucasian-american,No,Low,Low,science,High,Medium,Medium,Medium,Low,Low,Medium,High,Medium,High,Medium,Low,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,High,High,High,High,Medium,High,High,Low,High,High,High,High,Low,High,Medium,Low,Medium,Medium,No,Yes,No,No
female,latino/hispanic american,european/caucasian-american,No,Low,Low,science,High,High,High,Medium,Medium,Medium,Medium,High,Medium,High,Medium,Low,Low,Medium,Low,Low,Medium,Medium,Medium,Medium,High,High,High,High,Medium,High,High,Low,High,High,High,High,Low,High,Medium,Low,Low,Medium,No,No,No,No
female,latino/hispanic american,european/caucasian-american,No,Low,Low,science,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,High,Medium,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,High,Medium,High,High,Low,High,High,High,High,Low,High,Medium,Low,Medium,Medium,No,Yes,Yes,Yes
female,latino/hispanic american,asian/pacific islander/asian-american,No,Low,Low,science,High,Medium,Medium,Medium,Low,Medium,Medium,High,Medium,High,Medium,Low,Medium,Medium,Low,Low,Low,Medium,Medium,Medium,High,High,High,High,Medium,High,High,Low,High,High,High,High,Low,High,Medium,Low,Low,Low,No,No,Yes,No
female,latino/hispanic american,other,No,Low,Low,science,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,High,Medium,Medium,Low,Medium,Medium,High,Low,Medium,Medium,Medium,High,High,High,High,Medium,High,High,Low,High,High,High,High,Low,High,Medium,Low,Medium,Medium,No,Yes,Yes,Yes
female,latino/hispanic american,other,No,Low,Low,science,High,High,High,High,Medium,High,Medium,High,Medium,High,Medium,Low,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,High,High,High,High,Medium,High,High,Low,High,High,High,High,Low,High,Medium,Low,Medium,Medium,Yes,No,Yes,No
female,latino/hispanic american,other,No,Low,Low,science,Medium,High,Medium,High,Medium,High,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,High,High,High,High,Medium,High,High,Low,High,High,High,High,Low,High,Medium,Low,Medium,Medium,No,Yes,Yes,Yes
female,latino/hispanic american,other,No,Low,Low,science,High,High,High,High,High,High,Medium,High,Medium,High,Medium,Low,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,High,High,High,High,Medium,High,High,Low,High,High,High,High,Low,High,Medium,Low,Medium,Medium,No,Yes,Yes,Yes
male,european/caucasian-american,other,No,Low,Low,literature,Medium,High,High,Medium,High,Low,Medium,High,High,High,Medium,Medium,High,Medium,Medium,High,Medium,Medium,Low,Medium,High,Medium,High,Medium,Medium,Low,High,Medium,Medium,High,High,High,Medium,Low,Medium,Low,Medium,Medium,No,Yes,No,No
male,european/caucasian-american,european/caucasian-american,Yes,Low,Low,literature,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,Medium,High,High,High,High,Medium,Medium,Medium,Low,Medium,High,Medium,High,Medium,Medium,Low,High,Medium,Medium,High,High,High,Medium,Low,Medium,Low,High,Medium,No,Yes,Yes,Yes
male,european/caucasian-american,asian/pacific islander/asian-american,No,Low,Low,literature,Medium,Medium,High,Medium,Medium,Medium,Medium,High,High,High,Medium,Medium,High,High,Medium,Medium,Medium,Medium,Low,Medium,High,Medium,High,Medium,Medium,Low,High,Medium,Medium,High,High,High,Medium,Low,Medium,Low,Medium,Medium,No,No,Yes,No
male,european/caucasian-american,european/caucasian-american,Yes,Low,Low,literature,Medium,Low,Medium,Low,Low,Low,Medium,High,High,High,Medium,Medium,High,Medium,High,Medium,Medium,Medium,Low,Medium,High,Medium,High,Medium,Medium,Low,High,Medium,Medium,High,High,High,Medium,Low,Medium,Low,Medium,Medium,No,Yes,No,No
male,european/caucasian-american,european/caucasian-american,Yes,Low,Low,literature,High,High,High,High,High,Medium,Medium,High,High,High,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,Low,Medium,High,Medium,High,Medium,Medium,Low,High,Medium,Medium,High,High,High,Medium,Low,Medium,Low,Medium,Medium,No,No,Yes,No
male,european/caucasian-american,european/caucasian-american,Yes,Low,Low,literature,Medium,High,High,Medium,Medium,High,Medium,High,High,High,Medium,Medium,High,Medium,Medium,High,Medium,Medium,Low,Medium,High,Medium,High,Medium,Medium,Low,High,Medium,Medium,High,High,High,Medium,Low,Medium,Low,Medium,Medium,No,No,Yes,No
male,european/caucasian-american,asian/pacific islander/asian-american,No,Low,Low,literature,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,Medium,Medium,Medium,Medium,High,High,Medium,Medium,Low,Medium,High,Medium,High,Medium,Medium,Low,High,Medium,Medium,High,High,High,Medium,Low,Medium,Low,Medium,Medium,No,No,Yes,No
male,european/caucasian-american,asian/pacific islander/asian-american,No,Low,Low,literature,Medium,Medium,High,Medium,Medium,Medium,Medium,High,High,High,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Low,Medium,High,Medium,High,Medium,Medium,Low,High,Medium,Medium,High,High,High,Medium,Low,Medium,Low,Medium,Medium,No,Yes,Yes,Yes
male,european/caucasian-american,latino/hispanic american,No,Low,Low,literature,Medium,Medium,Medium,Low,Low,Medium,Medium,High,High,High,Medium,Medium,High,High,High,Medium,Medium,Medium,Low,Medium,High,Medium,High,Medium,Medium,Low,High,Medium,Medium,High,High,High,Medium,Low,Medium,Low,High,Medium,No,Yes,Yes,Yes
male,european/caucasian-american,other,No,High,High,mba,Medium,High,High,Medium,High,Medium,Medium,High,Medium,High,High,Medium,High,High,High,High,Low,Medium,Low,High,High,Medium,Medium,High,Low,Low,High,High,High,High,Low,Medium,Low,Low,Medium,Low,Low,Low,No,No,Yes,No
male,european/caucasian-american,european/caucasian-american,Yes,High,High,mba,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,High,High,High,High,Medium,High,High,Medium,Medium,Low,High,High,Medium,Medium,High,Low,Low,High,High,High,High,Low,Medium,Low,Low,Medium,Low,Medium,Medium,No,Yes,No,No
male,european/caucasian-american,asian/pacific islander/asian-american,No,High,High,mba,Medium,Medium,Medium,High,High,High,Medium,High,Medium,High,High,Medium,Medium,Medium,Low,Low,Low,Medium,Low,High,High,Medium,Medium,High,Low,Low,High,High,High,High,Low,Medium,Low,Low,Medium,Low,Medium,Low,No,No,Yes,No
male,european/caucasian-american,european/caucasian-american,Yes,High,High,mba,Medium,High,Medium,Medium,Medium,Medium,Medium,High,Medium,High,High,Low,Medium,High,Medium,Low,Low,Medium,Low,High,High,Medium,Medium,High,Low,Low,High,High,High,High,Low,Medium,Low,Low,Medium,Low,Low,Medium,No,No,Yes,No
male,european/caucasian-american,european/caucasian-american,Yes,High,High,mba,High,High,High,High,High,High,Medium,High,Medium,High,High,High,High,High,High,High,Medium,Medium,Low,High,High,Medium,Medium,High,Low,Low,High,High,High,High,Low,Medium,Low,Low,Medium,Low,High,Medium,No,Yes,Yes,Yes
male,european/caucasian-american,european/caucasian-american,Yes,High,High,mba,Medium,Medium,Medium,Medium,High,Medium,Medium,High,Medium,High,High,Medium,High,High,Low,Medium,Low,Medium,Low,High,High,Medium,Medium,High,Low,Low,High,High,High,High,Low,Medium,Low,Low,Medium,Low,Low,Low,No,No,No,No
male,european/caucasian-american,asian/pacific islander/asian-american,No,High,High,mba,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,High,High,High,Medium,High,High,High,Low,Medium,Low,High,High,Medium,Medium,High,Low,Low,High,High,High,High,Low,Medium,Low,Low,Medium,Low,Low,Low,No,No,Yes,No
male,european/caucasian-american,asian/pacific islander/asian-american,No,High,High,mba,Medium,Medium,High,Medium,Medium,Medium,Medium,High,Medium,High,High,High,High,High,High,High,Medium,Medium,Low,High,High,Medium,Medium,High,Low,Low,High,High,High,High,Low,Medium,Low,Low,Medium,Low,Medium,Medium,No,Yes,No,No
male,european/caucasian-american,latino/hispanic american,No,High,High,mba,Low,Medium,Medium,Medium,High,Medium,Medium,High,Medium,High,High,High,Medium,Medium,Medium,Low,Low,Medium,Low,High,High,Medium,Medium,High,Low,Low,High,High,High,High,Low,Medium,Low,Low,Medium,Low,Medium,Low,No,No,Yes,No
male,european/caucasian-american,other,No,Low,Medium,philosophy,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Medium,Low,Low,Low,Medium,Medium,High,Medium,High,Medium,High,Low,Medium,High,Medium,Medium,Low,Medium,Low,Low,Medium,Low,No,Yes,No,No
male,european/caucasian-american,european/caucasian-american,Yes,Low,Medium,philosophy,Low,Medium,High,Medium,High,Low,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Low,Medium,Medium,High,Medium,High,Medium,High,Low,Medium,High,Medium,Medium,Low,Medium,Low,Low,Medium,Medium,No,No,No,No
male,european/caucasian-american,asian/pacific islander/asian-american,No,Low,Medium,philosophy,Medium,Medium,High,Low,High,Medium,Medium,Medium,Medium,High,Medium,High,Medium,High,Medium,Medium,Medium,Low,Low,Low,Medium,Medium,High,Medium,High,Medium,High,Low,Medium,High,Medium,Medium,Low,Medium,Low,Low,High,Low,No,Yes,No,No
male,european/caucasian-american,european/caucasian-american,Yes,Low,Medium,philosophy,Medium,High,High,High,High,Medium,Medium,Medium,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Medium,Low,Low,Low,Medium,Medium,High,Medium,High,Medium,High,Low,Medium,High,Medium,Medium,Low,Medium,Low,Low,Medium,Medium,No,No,Yes,No
male,european/caucasian-american,european/caucasian-american,Yes,Low,Medium,philosophy,High,High,High,High,High,High,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Low,Medium,Medium,High,Medium,High,Medium,High,Low,Medium,High,Medium,Medium,Low,Medium,Low,Low,Medium,Medium,No,No,Yes,No
male,european/caucasian-american,european/caucasian-american,Yes,Low,Medium,philosophy,Medium,Medium,High,High,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,High,High,Medium,Medium,Low,Low,Low,Low,Medium,Medium,High,Medium,High,Medium,High,Low,Medium,High,Medium,Medium,Low,Medium,Low,Low,Medium,Medium,No,Yes,Yes,Yes
male,european/caucasian-american,asian/pacific islander/asian-american,No,Low,Medium,philosophy,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,High,Medium,High,Medium,High,Medium,Medium,Medium,Low,Low,Low,Medium,Medium,High,Medium,High,Medium,High,Low,Medium,High,Medium,Medium,Low,Medium,Low,Low,High,Low,No,Yes,No,No
male,european/caucasian-american,asian/pacific islander/asian-american,No,Low,Medium,philosophy,Medium,Medium,High,Medium,High,Medium,Medium,Medium,Medium,High,Medium,High,High,Medium,Medium,Medium,Medium,Low,Low,Low,Medium,Medium,High,Medium,High,Medium,High,Low,Medium,High,Medium,Medium,Low,Medium,Low,Low,High,Medium,No,Yes,No,No
male,european/caucasian-american,latino/hispanic american,No,Low,Medium,philosophy,Low,Low,Medium,Low,Low,Medium,Medium,Medium,Medium,High,Medium,High,High,High,Medium,Medium,Medium,Low,Low,Low,Medium,Medium,High,Medium,High,Medium,High,Low,Medium,High,Medium,Medium,Low,Medium,Low,Low,Medium,Low,No,No,No,No
male,european/caucasian-american,other,No,Medium,Low,science,Medium,High,Medium,Medium,Medium,Low,Medium,High,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,High,High,High,High,High,High,Medium,Low,Low,Medium,Medium,Medium,No,No,No,No
male,european/caucasian-american,european/caucasian-american,Yes,Medium,Low,science,Low,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,High,High,High,High,High,High,Medium,Low,Low,Medium,Medium,Low,No,Yes,No,No
male,european/caucasian-american,asian/pacific islander/asian-american,No,Medium,Low,science,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Low,Low,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,High,High,High,High,High,High,Medium,Low,Low,Medium,Medium,Low,No,No,No,No
male,european/caucasian-american,european/caucasian-american,Yes,Medium,Low,science,Low,Medium,Medium,Low,Low,Low,Medium,High,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,High,High,High,High,High,High,Medium,Low,Low,Medium,Medium,Low,No,No,No,No
male,european/caucasian-american,european/caucasian-american,Yes,Medium,Low,science,Medium,High,High,High,High,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,High,High,High,High,High,High,Medium,Low,Low,Medium,Medium,Low,No,Yes,No,No
male,european/caucasian-american,european/caucasian-american,Yes,Medium,Low,science,Medium,High,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,High,High,High,High,High,High,Medium,Low,Low,Medium,Medium,Medium,Medium,Yes,No,No
male,european/caucasian-american,asian/pacific islander/asian-american,No,Medium,Low,science,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,High,High,High,High,High,High,Medium,Low,Low,Medium,Medium,Medium,Medium,Yes,No,No
male,european/caucasian-american,asian/pacific islander/asian-american,No,Medium,Low,science,Medium,High,High,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,High,High,High,High,High,High,Medium,Low,Low,Medium,Medium,Medium,No,Yes,No,No
male,european/caucasian-american,latino/hispanic american,No,Medium,Low,science,Medium,High,High,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,High,High,High,High,High,High,Medium,Low,Low,Medium,Medium,Medium,No,Yes,Yes,Yes
male,asian/pacific islander/asian-american,other,No,Low,Low,science,Low,Medium,High,Low,High,Medium,Medium,High,Low,High,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Low,High,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium,Medium,Medium,Medium,No,Yes,No,No
male,asian/pacific islander/asian-american,european/caucasian-american,No,Low,Low,science,Low,High,Medium,Medium,Medium,Low,Medium,High,Low,High,Medium,High,Medium,Medium,Medium,Low,Low,Medium,Medium,Medium,Low,Low,Low,High,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium,Medium,Medium,Medium,No,Yes,No,No
male,asian/pacific islander/asian-american,asian/pacific islander/asian-american,Yes,Low,Low,science,Low,Medium,Medium,Medium,Medium,Low,Medium,High,Low,High,Medium,Medium,Medium,Medium,Low,Medium,Low,Medium,Medium,Medium,Low,Low,Low,High,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium,Medium,Low,Low,No,No,No,No
male,asian/pacific islander/asian-american,european/caucasian-american,No,Low,Low,science,Medium,High,High,Medium,High,Low,Medium,High,Low,High,Medium,Medium,Medium,High,Medium,Medium,Low,Medium,Medium,Medium,Low,Low,Low,High,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium,Medium,Medium,Medium,No,Yes,No,No
male,asian/pacific islander/asian-american,european/caucasian-american,No,Low,Low,science,Medium,High,High,Medium,Medium,Medium,Medium,High,Low,High,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,Low,Low,Low,High,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium,Medium,Medium,Medium,No,Yes,No,No
male,asian/pacific islander/asian-american,european/caucasian-american,No,Low,Low,science,Medium,High,High,Medium,Medium,Medium,Medium,High,Low,High,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Low,High,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium,Medium,Medium,Medium,No,Yes,No,No
male,asian/pacific islander/asian-american,asian/pacific islander/asian-american,Yes,Low,Low,science,Medium,Medium,Medium,Medium,Medium,Low,Medium,High,Low,High,Medium,Medium,Medium,Medium,High,Low,Medium,Medium,Medium,Medium,Low,Low,Low,High,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium,Medium,Medium,Medium,No,Yes,No,No
male,asian/pacific islander/asian-american,asian/pacific islander/asian-american,Yes,Low,Low,science,Medium,High,High,High,Medium,Medium,Medium,High,Low,High,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,Low,Low,Low,High,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium,Medium,Medium,Medium,No,Yes,No,No
male,asian/pacific islander/asian-american,latino/hispanic american,No,Low,Low,science,Low,Medium,Medium,Low,Low,Low,Medium,High,Low,High,Medium,High,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,Low,Low,Low,High,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium,Medium,Medium,Medium,No,Yes,No,No
male,other,other,Yes,Low,Low,business,Medium,Medium,Medium,High,Medium,Low,Medium,Medium,High,High,High,Medium,Medium,High,Medium,Medium,Low,Medium,Low,High,Medium,Medium,Low,High,Medium,High,Medium,Low,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,Medium,Medium,No,No,No,No
male,other,european/caucasian-american,No,Low,Low,business,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,High,High,High,Medium,High,Medium,High,Medium,Medium,Medium,Low,High,Medium,Medium,Low,High,Medium,High,Medium,Low,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,High,Medium,No,Yes,Yes,Yes
male,other,asian/pacific islander/asian-american,No,Low,Low,business,Medium,Medium,Medium,High,High,Medium,Medium,Medium,High,High,High,Medium,Medium,High,Medium,Medium,Medium,Medium,Low,High,Medium,Medium,Low,High,Medium,High,Medium,Low,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,Medium,Medium,No,No,Yes,No
male,other,european/caucasian-american,No,Low,Low,business,Medium,High,Medium,Medium,Medium,High,Medium,Medium,High,High,High,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,High,Medium,Medium,Low,High,Medium,High,Medium,Low,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,Medium,Medium,No,No,Yes,No
male,other,european/caucasian-american,No,Low,Low,business,High,High,High,High,High,Medium,Medium,Medium,High,High,High,Medium,High,Medium,Medium,Medium,Low,Medium,Low,High,Medium,Medium,Low,High,Medium,High,Medium,Low,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,Medium,Medium,No,No,Yes,No
male,other,european/caucasian-american,No,Low,Low,business,High,High,Medium,High,High,Medium,Medium,Medium,High,High,High,Medium,Medium,High,Medium,Low,Medium,Medium,Low,High,Medium,Medium,Low,High,Medium,High,Medium,Low,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,Medium,Medium,No,No,Yes,No
male,other,asian/pacific islander/asian-american,No,Low,Low,business,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,Medium,Medium,Medium,High,Medium,Medium,Medium,Low,High,Medium,Medium,Low,High,Medium,High,Medium,Low,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,Medium,Medium,No,Yes,No,No
male,other,asian/pacific islander/asian-american,No,Low,Low,business,High,Medium,High,High,Medium,Medium,Medium,Medium,High,High,High,Medium,Medium,Medium,High,Medium,Medium,Medium,Low,High,Medium,Medium,Low,High,Medium,High,Medium,Low,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,Medium,Medium,No,Yes,Yes,Yes
male,other,latino/hispanic american,No,Low,Low,business,Medium,Low,Medium,Medium,High,Low,Medium,Medium,High,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Medium,Medium,Low,High,Medium,High,Medium,Low,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,High,Medium,No,Yes,Yes,Yes
male,other,other,Yes,Low,Medium,finance,Medium,High,Medium,High,High,High,Medium,High,Medium,High,Medium,High,High,High,High,Medium,High,Medium,High,Low,High,High,Medium,Low,Low,Medium,High,Medium,Low,High,High,Medium,Medium,Low,Medium,Medium,High,High,No,Yes,No,No
male,other,european/caucasian-american,No,Low,Medium,finance,Low,Medium,Medium,Low,Medium,Low,Medium,High,Medium,High,Medium,High,High,High,High,Medium,Medium,Medium,High,Low,High,High,Medium,Low,Low,Medium,High,Medium,Low,High,High,Medium,Medium,Low,Medium,Medium,High,High,No,Yes,No,No
male,other,asian/pacific islander/asian-american,No,Low,Medium,finance,Medium,Medium,Medium,Medium,High,Medium,Medium,High,Medium,High,Medium,High,High,High,Medium,Medium,Medium,Medium,High,Low,High,High,Medium,Low,Low,Medium,High,Medium,Low,High,High,Medium,Medium,Low,Medium,Medium,Medium,Medium,No,No,No,No
male,other,european/caucasian-american,No,Low,Medium,finance,Low,Medium,High,Medium,Low,Low,Medium,High,Medium,High,Medium,Medium,High,High,Medium,High,Medium,Medium,High,Low,High,High,Medium,Low,Low,Medium,High,Medium,Low,High,High,Medium,Medium,Low,Medium,Medium,Low,Medium,No,No,No,No
male,other,european/caucasian-american,No,Low,Medium,finance,Medium,High,High,High,High,Medium,Medium,High,Medium,High,Medium,High,High,High,High,High,High,Medium,High,Low,High,High,Medium,Low,Low,Medium,High,Medium,Low,High,High,Medium,Medium,Low,Medium,Medium,High,High,Yes,Yes,No,No
male,other,european/caucasian-american,No,Low,Medium,finance,Medium,High,High,Medium,High,Medium,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,High,High,Medium,Low,Low,Medium,High,Medium,Low,High,High,Medium,Medium,Low,Medium,Medium,Medium,Medium,No,No,No,No
male,other,asian/pacific islander/asian-american,No,Low,Medium,finance,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,High,Medium,High,High,High,High,High,High,Medium,High,Low,High,High,Medium,Low,Low,Medium,High,Medium,Low,High,High,Medium,Medium,Low,Medium,Medium,High,Medium,No,Yes,No,No
male,other,asian/pacific islander/asian-american,No,Low,Medium,finance,Medium,High,High,Medium,High,Medium,Medium,High,Medium,High,Medium,Low,High,Medium,High,High,High,Medium,High,Low,High,High,Medium,Low,Low,Medium,High,Medium,Low,High,High,Medium,Medium,Low,Medium,Medium,High,Medium,No,Yes,No,No
male,other,latino/hispanic american,No,Low,Medium,finance,Low,Medium,Medium,Medium,High,Medium,Medium,High,Medium,High,Medium,High,High,High,High,Medium,High,Medium,High,Low,High,High,Medium,Low,Low,Medium,High,Medium,Low,High,High,Medium,Medium,Low,Medium,Medium,High,Medium,No,Yes,No,No
male,other,other,Yes,Low,Low,classics,Medium,Medium,High,Medium,High,Medium,High,High,High,High,High,Medium,High,Medium,Medium,Medium,Medium,Medium,Low,High,High,High,High,Medium,Low,Low,High,Low,High,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,No,No,Yes,No
male,other,european/caucasian-american,No,Low,Low,classics,Low,Medium,Medium,Medium,High,Medium,High,High,High,High,High,High,High,Medium,High,Medium,Medium,Medium,Low,High,High,High,High,Medium,Low,Low,High,Low,High,High,High,High,Medium,Medium,Medium,Medium,High,High,No,Yes,No,No
male,other,asian/pacific islander/asian-american,No,Low,Low,classics,Medium,Medium,Medium,Medium,Medium,High,High,High,High,High,High,Low,High,Medium,Medium,Medium,Medium,Medium,Low,High,High,High,High,Medium,Low,Low,High,Low,High,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,No,No,Yes,No
male,other,european/caucasian-american,No,Low,Low,classics,Medium,High,High,High,High,High,High,High,High,High,High,Medium,High,High,Medium,Medium,Medium,Medium,Low,High,High,High,High,Medium,Low,Low,High,Low,High,High,High,High,Medium,Medium,Medium,Medium,Medium,High,No,Yes,Yes,Yes
male,other,european/caucasian-american,No,Low,Low,classics,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Medium,High,Medium,Low,High,High,High,High,Medium,Low,Low,High,Low,High,High,High,High,Medium,Medium,Medium,Medium,High,High,No,Yes,Yes,Yes
